age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
63,0,0,2,2017-09-03,0,1,0,2,17,107.45,27030.74,26.0,669.36,1,0,0,3,-1,1
45,1,0,5,2017-06-05,1,1,1,0,-999,142.21,66297.77,16.0,804.04,1,0,0,3,1,0
18,1,2,1,2015-12-27,0,0,0,1,2,482.56,49798.38,10.0,756.81,1,0,1,2,0,0
62,1,0,0,2017-06-19,0,1,0,0,21,200.49,12768.4,-18.6663066,674.54,0,1,1,0,-1,1
15,1,1,2,2015-08-20,0,2,2,2,14,362.15,11046.42,27.0,889.0586204,0,1,0,3,0,1
10,0,0,3,2017-02-23,0,1,0,1,14,82.89,27200.29,5.0,711.48,0,1,1,1,-1,0
37,0,0,0,2016-06-19,1,2,0,0,14,859.318455,39586.77,16.0,675.67,0,1,1,4,0,1
22,0,0,4,2017-06-27,1,0,0,2,20,1181.979479,88598.41,15.0,789.12,1,0,0,3,1,0
14,1,0,3,2017-01-09,0,0,0,1,15,82.85,6068.66,3.0,706.9,1,0,0,3,-1,0
62,1,2,2,2016-05-04,0,1,0,1,19,312.61,46882.84,20.0,672.3,1,0,1,0,-1,1
40,1,1,1,2017-11-04,1,1,1,1,-999,53.45,4500.8,20.0,702.62,1,0,1,4,0,1
41,1,0,0,2015-01-20,0,0,2,1,14,322.22,19289.96,9.0,620.78,1,1,0,3,0,1
41,0,0,4,2016-01-23,0,2,0,1,18,44.06,62372.57,14.0,784.85,1,0,0,3,-1,0
63,0,1,2,2017-10-02,1,2,0,2,18,692.63,8565.46,14.0,523.04,0,1,0,3,-1,1
61,1,1,3,2016-10-20,1,2,0,0,7,186.08,22469.11,16.0,303.6377319,0,1,0,3,0,1
45,1,2,5,2017-11-27,0,1,0,0,14,58.74,79751.4,3.0,786.16,1,0,0,3,-1,0
40,0,0,5,2017-02-07,0,0,0,0,16,368.7,46218.25,8.0,724.77,1,1,1,2,1,0
63,0,0,0,2017-02-19,1,0,1,0,16,31.76,19083.67,8.0,-506.2567158,1,0,1,2,0,1
46,1,1,4,2016-01-03,0,1,2,2,5,468.64,47224.4,16.0,789.19,1,0,1,2,0,0
52,0,1,2,2015-02-24,0,2,0,1,19,32.05,1062.99,20.0,515.83,0,1,0,3,0,1
56,0,1,1,2017-09-19,0,0,2,1,11,541.39,49545.91,26.0,624.04,0,1,1,1,-1,0
54,0,1,0,2017-02-11,1,1,1,1,8,2260.70707,17350.19,16.0,1044.942683,1,1,0,3,0,1
30,1,1,0,2017-09-27,1,0,1,0,18,259.39,38646.47,25.0,500.85,0,1,0,3,0,1
13,0,0,3,2016-03-11,0,2,0,2,3,189.49,28690.44,16.0,716.76,0,1,0,3,-1,1
38,1,1,3,2017-08-30,0,0,1,1,8,225.33,31318.74,23.0,697.62,1,0,1,0,-1,0
29,0,0,3,2016-08-24,1,1,1,2,21,407.74,7612.33,22.0,757.54,1,0,0,3,0,0
58,1,0,4,2016-04-26,0,1,1,1,12,431.08,73765.44,4.0,803.62,1,0,0,3,-1,0
40,1,1,2,2015-03-08,0,1,2,1,-999,382.31,21290.47,8.0,293.644457,1,0,0,3,0,1
28,1,0,2,2017-09-16,0,1,1,0,-999,251.89,31147.22,9.0,617.93,0,1,1,2,0,1
48,1,1,0,2017-01-05,0,1,0,0,5,195.35,28730.02,28.0,653.84,1,0,1,0,0,1
59,1,1,0,2017-04-15,1,1,1,0,6,160.56,36238.87,19.0,648.73,1,0,0,3,-1,0
59,1,0,0,2017-11-02,1,2,0,0,11,31.37,18061.37,12.0,639.9,1,0,1,0,0,1
34,0,1,2,2017-06-19,1,1,1,1,-999,286.95,24579.73,25.0,564.12,1,1,1,4,0,1
23,0,1,1,2016-02-23,1,2,1,2,12,1088.436925,36660.64,26.0,781.73,1,0,1,4,0,0
64,0,0,0,2017-09-02,1,2,0,0,19,261.89,47251.09,28.0,576.61,0,1,1,1,0,1
45,1,1,1,2016-07-16,1,2,0,0,16,839.89,48513.18,23.0,710.34,0,1,1,1,-1,0
30,1,0,1,2016-11-28,1,0,0,2,12,67.69,29788.71,21.0,782.3,1,0,0,3,-1,0
31,1,1,5,2017-07-11,0,1,1,2,8,73.21,8609.58,5.0,774.55,0,1,1,0,1,0
33,1,0,2,2015-05-12,1,2,0,1,9,85.17,11019.85,22.0,664.22,1,0,0,3,0,1
16,0,1,1,2017-07-09,0,0,0,0,21,-829.4586619,26007.93,13.0,623.68,0,1,1,4,0,1
43,1,1,0,2015-03-18,0,0,1,0,21,351.23,17361.58,27.0,858.1569169,0,1,1,2,-1,1
44,0,1,2,2017-10-06,0,0,1,0,-999,153.33,40536.99,14.0,658.12,1,0,1,4,0,1
35,0,0,0,2017-04-01,1,1,1,1,12,43.63,45358.08,23.0,598.59,0,1,0,3,-1,1
37,1,0,3,2015-11-17,0,0,1,0,7,249.26,31476.13,17.0,626.41,0,1,0,3,0,1
15,1,1,4,2016-12-02,0,0,1,2,13,31.25,95749.52,2.0,1079.665609,1,0,0,3,-1,0
35,1,0,3,2016-10-16,1,1,0,2,12,856.34,49054.68,16.0,707.2,1,0,1,1,-1,1
49,1,0,2,2015-08-20,0,1,0,1,11,309.72,22382.31,27.0,697.62,1,0,1,4,0,1
24,1,1,4,2015-11-03,1,1,0,0,11,94.59,29879.5,14.0,510.1020515,1,0,1,1,1,0
41,1,1,1,2016-11-13,0,2,0,0,10,415.66,32655.42,5.0,689.12,1,1,1,2,0,1
29,0,1,3,2016-03-27,0,1,1,1,20,253.91,39839.89,14.0,697.62,1,0,0,3,0,1
54,0,2,3,2017-04-24,0,2,0,2,15,46.24,42877.06,8.0,666.4,0,1,1,2,0,1
57,1,0,5,2016-01-23,1,2,1,0,8,353.88,17038.78,16.0,712.87,1,1,0,3,-1,0
18,1,0,4,2017-02-04,1,2,0,0,-999,354.01,27179.22,7.0,1030.752274,0,1,0,3,0,0
26,0,2,3,2016-03-15,0,1,0,0,11,1280.261767,19922.33,26.0,612.64,1,0,0,3,0,1
25,1,1,3,2017-01-15,1,0,2,0,-999,491.91,42307.82,5.0,752.08,1,0,0,3,0,0
21,1,1,1,2017-04-30,1,1,0,1,4,2101.622393,15043.92,21.0,715.59,1,0,0,3,0,0
39,1,1,0,2015-06-26,0,2,0,2,7,33.09,3259.06,25.0,618.19,1,0,1,0,0,1
35,0,0,3,2017-08-15,0,1,0,1,7,32.54,1813.97,14.0,682.59,1,0,1,4,-1,1
15,0,0,0,2017-10-24,0,0,1,2,8,307.23,22172.88,9.0,637.4,0,1,1,1,0,1
19,0,2,4,2017-02-10,0,0,1,2,9,-296.8283744,23132.62,26.0,1217.663912,1,0,0,3,0,0
19,1,2,0,2015-06-26,1,2,1,1,15,30.45,25191.19,22.0,648.8,1,0,0,3,-1,1
22,1,1,3,2016-09-13,1,1,0,0,10,70.94,2919.28,7.0,701.79,1,0,1,0,0,1
42,1,0,5,2015-08-04,0,1,1,2,-999,414.41,9863.63,15.0,1225.173556,0,1,1,0,0,0
60,0,0,2,2015-07-02,1,1,1,0,19,240.05,19052.28,16.0,699.18,0,1,1,2,0,1
44,0,0,2,2017-12-22,1,1,0,0,15,151.25,21658.47,7.0,500.98,1,0,0,3,0,1
14,1,1,1,2015-12-07,0,0,0,1,20,34.82,36087.68,23.0,726.95,1,0,0,3,0,0
33,0,0,2,2016-01-21,1,1,2,2,10,308.64,37742.64,16.0,661.56,1,0,0,3,-1,1
29,0,2,5,2015-08-06,0,0,0,0,11,327.45,4987.77,16.0,703.26,1,1,1,4,1,0
59,0,0,4,2015-11-25,1,0,1,2,10,65.22,4672.69,18.0,792.72,0,1,0,3,1,0
60,1,2,1,2017-04-06,0,2,1,0,12,141.12,1358.92,28.0,704.0,1,0,0,3,0,0
12,1,0,3,2016-05-14,0,2,0,2,16,166.65,35259.18,28.0,676.58,1,0,0,3,-1,1
54,0,1,0,2016-12-10,1,0,0,0,13,531.39,7392.3,6.0,595.27,1,0,1,2,0,1
52,0,1,1,2017-01-18,0,1,0,0,11,34.2,13313.12,22.0,212.4573043,1,0,1,4,0,1
24,1,1,0,2015-12-17,1,1,0,1,8,1367.439301,8479.8,24.0,501.66,1,0,1,1,0,1
50,0,0,5,2015-12-23,1,1,2,2,14,402.29,32619.32,17.0,1090.175891,1,0,0,3,-1,0
10,0,0,2,2017-06-10,1,0,1,2,18,31.8,12058.23,21.0,697.62,1,0,1,1,0,1
30,0,0,1,2017-11-13,1,2,0,0,9,186.15,25591.43,28.0,761.56,0,1,0,3,0,0
46,1,0,1,2016-10-19,1,0,0,1,13,902.84,48361.34,7.0,676.53,1,0,1,0,-1,1
38,0,0,1,2017-01-08,0,1,0,2,11,74.34,39508.73,16.0,1262.806702,1,0,0,3,-1,0
42,0,1,1,2015-01-28,1,0,1,1,21,200.96,9732.08,19.0,736.91,1,0,0,3,0,0
42,1,0,3,2016-08-12,0,1,0,1,16,259.97,10882.14,23.0,160.2705964,1,0,0,3,0,1
53,0,1,4,2016-04-04,0,2,2,2,9,364.26,41670.51,25.0,755.18,1,1,1,2,0,0
17,0,0,5,2015-05-18,1,0,2,1,10,262.5,23592.69,17.0,706.08,1,0,1,1,0,0
58,0,0,1,2016-03-31,0,0,0,1,21,97.94,97654.92,18.0,768.06,1,0,1,0,1,0
17,0,0,0,2016-07-07,1,0,0,2,8,68.07,4037.93,6.0,449.3344121,1,0,0,3,0,1
10,1,0,1,2015-07-03,1,0,1,2,13,178.46,18562.89,21.0,697.62,1,0,0,3,0,1
35,1,1,3,2016-03-27,1,0,1,2,23,1064.763315,42483.66,28.0,702.11,0,1,1,0,0,1
33,0,2,1,2016-09-10,1,1,2,1,15,613.44,29557.23,16.0,697.62,1,1,1,1,0,1
49,1,2,2,2017-07-25,0,2,2,1,19,354.86,15925.9,6.0,651.42,1,0,0,3,0,1
25,1,0,3,2017-10-31,0,1,0,2,-999,214.92,45422.92,-6.2739573,697.62,1,0,1,0,0,1
58,1,2,0,2016-10-02,1,1,0,2,7,905.65,10372.21,11.0,630.9,1,0,0,3,0,1
51,0,0,0,2016-09-29,0,1,0,1,8,477.25,3740.88,25.0,215.7703868,1,1,0,3,0,1
36,0,0,4,2017-12-25,0,1,1,0,10,475.11,96123.01,13.0,771.97,0,1,0,3,1,0
51,1,0,0,2016-09-23,0,2,0,1,16,75.58,20367.06,13.0,638.85,1,0,0,3,0,1
53,1,0,0,2015-01-27,1,2,1,0,21,191.83,33534.45,16.0,698.38,1,0,1,2,0,1
23,0,1,2,2017-04-29,0,2,1,2,21,53.32,872.81,15.0,616.74,1,0,1,1,0,1
60,0,0,5,2015-02-23,0,1,1,2,15,194.81,92169.95,40.28262011,841.21,0,1,1,0,1,0
18,0,0,1,2016-05-19,0,0,1,1,17,33.46,43124.6,13.0,731.67,0,1,1,0,0,0
35,1,0,1,2016-04-16,0,2,1,1,21,133.86,13347.11,16.0,687.24,0,1,1,2,0,1
10,1,1,2,2016-04-29,0,0,1,1,11,31.27,14164.53,19.0,505.94,0,1,1,1,0,1
28,1,1,3,2017-09-25,1,0,0,2,22,78.32,46721.43,45.72729237,717.93,0,1,1,1,0,0
16,0,2,4,2016-07-18,0,0,1,1,18,61.03,26407.67,16.0,766.66,0,1,1,2,1,0
13,1,0,3,2015-12-24,0,2,0,1,-999,145.08,42278.85,6.0,629.5,1,0,1,1,0,1
36,1,2,5,2017-05-08,1,0,0,1,13,121.2,53051.12,12.0,934.2222088,0,1,1,1,-1,0
44,1,0,4,2015-06-11,1,0,0,1,13,115.75,39194.44,16.0,702.61,1,0,0,3,0,0
30,1,1,0,2017-01-08,0,0,0,2,15,141.03,3952.41,18.0,416.8676043,0,1,0,3,0,1
62,1,1,2,2017-07-26,0,0,1,2,16,195.9,9296.13,11.0,601.09,0,1,1,0,0,1
44,0,2,1,2016-08-29,0,1,1,1,13,317.51,28374.45,52.89309985,708.45,0,1,0,3,0,0
22,1,0,2,2017-11-18,0,2,1,2,2,166.23,22811.59,18.0,514.38,1,0,1,4,0,1
26,1,0,3,2017-09-16,1,2,0,2,10,1365.078846,22512.91,12.0,995.7764499,0,1,1,4,0,1
64,0,1,2,2015-07-31,1,0,0,0,19,146.45,8410.81,10.0,570.64,1,0,0,3,0,1
28,0,1,1,2017-04-17,0,0,0,1,5,87.51,89407.1,14.0,835.66,0,1,0,3,1,0
17,1,0,1,2015-03-27,0,2,0,2,9,89.03,24978.07,21.0,674.43,1,0,0,3,0,1
15,0,0,5,2016-11-04,0,1,1,1,14,175.41,38778.42,8.0,717.48,0,1,0,3,0,0
19,1,0,0,2016-05-17,0,2,0,2,15,189.55,24209.08,16.0,697.62,1,0,1,2,0,1
22,0,1,0,2016-05-19,1,0,0,1,18,30.39,29669.19,13.0,524.08,1,0,1,1,0,1
55,1,0,3,2017-11-23,1,2,1,0,12,116.64,49618.5,28.0,709.04,1,0,0,3,0,0
12,1,1,5,2015-09-09,0,2,1,1,9,208.69,6573.48,16.0,775.51,1,0,1,0,-1,0
41,1,0,4,2017-07-31,0,2,1,1,15,416.79,42681.68,16.0,786.78,0,1,1,4,0,0
16,1,0,2,2017-04-16,0,1,0,2,11,50.83,18927.69,13.0,665.02,0,1,1,4,0,1
36,1,0,4,2017-06-03,1,0,1,1,12,92.49,31821.67,16.0,1279.332121,0,1,0,3,0,0
27,0,0,5,2015-02-09,0,1,1,0,9,-942.0754574,15439.23,-10.85586317,748.86,0,1,1,1,0,0
43,1,1,0,2016-10-16,1,0,1,1,4,30.79,27040.51,12.0,89.7233065,1,0,0,3,-1,1
42,0,0,1,2015-10-04,0,0,0,1,17,455.93,52213.14,7.0,796.44,1,0,0,3,1,0
52,1,2,4,2017-10-24,0,0,1,2,14,431.3,9600.81,10.0,740.86,1,0,1,1,0,0
53,1,0,2,2015-03-25,0,0,1,0,1,-623.2203437,28103.66,16.0,614.46,1,1,0,3,0,1
44,0,2,1,2015-11-26,0,1,1,2,17,158.4,10323.39,14.0,847.17,0,1,1,1,1,0
52,0,0,4,2015-07-11,0,1,1,1,12,45.29,71616.5,2.0,778.24,0,1,1,1,1,0
14,1,1,2,2017-09-13,1,2,0,0,19,88.16,29403.89,11.0,523.03,0,1,1,4,-1,1
16,0,1,5,2017-12-10,0,0,0,1,4,34.54,21512.2,12.0,754.68,1,0,0,3,1,0
51,0,0,1,2016-03-17,0,0,1,1,10,311.87,8210.03,26.0,665.18,0,1,1,2,0,1
55,1,0,2,2015-02-27,0,0,0,0,11,31.96,17949.22,44.37864563,611.02,0,1,1,2,0,1
63,0,0,1,2015-02-21,0,1,1,0,15,66.16,12002.85,9.0,490.7441223,1,0,1,1,0,0
43,0,1,2,2015-05-07,0,2,0,0,19,182.6,33006.59,16.0,203.8544067,0,1,1,4,0,1
25,0,0,2,2017-10-17,0,2,0,2,7,354.28,39534.47,15.0,695.72,0,1,0,3,-1,1
46,0,0,5,2015-02-07,0,2,1,2,18,62.55,45378.22,22.0,778.33,0,1,1,4,0,0
11,1,1,5,2015-04-23,1,0,0,2,16,33.7,44507.06,13.0,774.18,1,0,1,4,-1,0
29,0,1,0,2015-07-21,0,1,1,2,18,148.57,27254.87,10.0,649.93,1,0,1,0,0,1
61,1,1,5,2015-12-06,1,1,0,0,7,55.14,8123.31,25.0,790.91,0,1,0,3,0,0
55,0,0,0,2015-06-12,1,1,0,0,19,502.51,42357.92,6.0,697.62,0,1,1,2,0,1
11,1,1,4,2016-08-10,0,2,1,2,7,466.22,34136.39,10.0,-2.346008705,1,0,0,3,0,0
34,1,0,3,2015-12-05,1,2,0,2,19,30.47,14336.71,29.0,694.07,1,0,1,0,0,1
28,0,2,4,2015-12-20,1,0,0,0,5,-1465.348086,18924.77,16.0,798.55,0,1,1,1,0,0
22,0,0,0,2017-07-29,1,1,0,2,24,514.57,7284.92,29.0,507.66,1,0,1,0,-1,1
64,1,0,2,2016-01-11,1,0,0,0,5,757.04,10590.68,24.0,697.62,1,0,1,2,0,1
63,1,1,3,2015-11-06,1,1,1,0,19,211.92,29300.58,15.0,712.18,1,1,0,3,0,0
11,1,1,1,2016-02-17,0,0,1,2,12,227.02,31476.31,15.0,701.55,0,1,0,3,0,1
28,1,2,2,2015-06-06,0,0,0,1,13,375.87,8832.37,28.0,886.9870254,0,1,1,2,0,1
46,1,0,3,2015-10-03,1,1,1,1,21,107.3,31418.36,13.0,770.41,0,1,0,3,0,0
16,0,0,2,2016-06-27,0,2,0,0,20,32.51,40759.18,13.0,603.94,1,0,1,2,-1,1
22,0,1,4,2016-05-25,1,1,1,2,5,225.46,60429.5,6.0,697.62,0,1,0,3,1,0
40,1,0,3,2017-09-12,0,2,1,1,22,228.54,47248.95,6.0,299.9990669,0,1,1,4,0,1
31,1,1,0,2015-05-10,0,0,1,2,11,129.58,40853.59,7.0,399.5026496,0,1,1,1,-1,1
29,1,0,4,2015-03-05,0,0,1,0,11,134.15,31887.53,6.0,727.68,1,0,0,3,0,0
56,0,0,5,2017-08-10,1,2,0,0,24,207.61,42803.51,21.0,746.08,1,1,1,2,0,0
61,0,2,2,2017-11-06,1,0,0,0,13,51.18,18117.41,17.0,612.01,0,1,1,4,0,1
42,0,1,2,2015-09-27,1,0,1,2,9,84.97,26313.41,17.0,697.62,0,1,0,3,0,1
47,0,0,0,2015-10-21,0,1,0,1,11,156.26,28492.07,7.0,665.48,1,0,0,3,0,1
47,0,1,3,2017-07-31,0,2,0,1,22,231.56,48961.14,14.0,682.67,0,1,1,0,0,1
42,0,0,2,2016-12-23,1,2,1,1,9,176.18,20041.06,7.0,671.71,1,0,1,1,0,1
20,1,1,2,2015-05-14,1,2,0,1,-999,988.63,11897.07,16.0,511.47,1,1,1,4,0,1
52,0,1,1,2015-10-17,1,0,1,1,12,32.45,25121.68,17.0,697.62,1,0,0,3,0,0
10,0,1,0,2016-06-01,0,1,1,0,15,149.33,29203.37,23.0,267.0533649,1,0,0,3,0,1
21,1,1,4,2016-02-12,0,0,0,2,20,1270.379843,25072.82,3.0,806.73,1,1,0,3,1,0
14,0,1,0,2017-07-19,0,2,2,2,14,406.87,9257.84,18.0,500.82,1,0,0,3,0,1
14,0,2,4,2017-01-11,1,2,2,2,3,574.43,41091.81,14.0,745.87,1,0,0,3,0,0
42,1,1,2,2017-01-03,1,0,1,2,19,111.7,5571.85,9.0,515.18,0,1,0,3,0,1
10,0,1,4,2015-10-20,0,2,0,0,11,348.25,53850.99,-24.54882343,780.22,0,1,1,2,1,0
19,0,0,1,2017-05-30,0,1,1,1,1,31.73,28878.25,21.0,717.53,0,1,0,3,0,1
34,1,1,4,2017-05-06,0,2,0,2,15,34.66,10789.82,16.0,781.88,1,0,1,2,-1,0
14,1,1,4,2017-12-16,0,2,2,2,2,459.43,18372.37,9.0,768.18,0,1,0,3,1,0
12,1,0,4,2015-07-16,1,2,0,1,22,32.51,47334.32,28.0,767.84,1,0,0,3,-1,0
39,1,0,2,2015-07-08,0,2,0,0,-999,282.47,38470.89,9.0,627.93,0,1,1,0,0,1
46,1,1,3,2017-09-24,1,2,2,2,6,486.664496,24918.05,7.0,723.89,1,1,1,0,0,0
59,0,1,5,2015-12-23,1,0,0,2,21,217.24,11742.51,14.0,736.35,1,1,0,3,-1,0
45,0,0,5,2015-12-25,1,1,1,1,23,983.0945558,49052.31,20.0,697.62,1,0,0,3,0,0
14,1,1,4,2015-03-12,1,1,0,0,22,1288.973689,1044.04,15.0,711.03,0,1,0,3,0,0
47,1,2,5,2017-09-27,1,2,0,0,6,256.27,16916.92,6.0,786.26,1,0,1,4,-1,0
54,0,1,0,2016-10-03,0,2,1,0,7,31.91,7078.27,28.0,697.62,1,0,0,3,0,1
17,0,1,0,2017-11-18,1,0,1,1,15,32.0,15363.03,24.0,658.52,1,0,0,3,0,1
23,1,0,3,2016-06-05,1,0,0,2,-999,894.3775209,12710.11,25.0,697.62,1,0,0,3,-1,1
61,0,1,5,2015-01-14,0,2,0,1,24,394.56,2918.8,16.0,484.9097569,0,1,0,3,0,0
41,0,0,3,2016-05-28,1,2,0,1,14,667.85,89540.35,8.0,701.88,0,1,1,2,1,0
18,0,0,0,2015-03-13,0,2,2,1,8,269.48,18554.37,17.0,676.16,1,0,1,4,0,1
36,0,2,4,2016-12-31,0,0,1,0,4,215.11,21520.11,26.0,697.62,1,0,0,3,0,0
32,0,0,0,2017-01-02,0,2,0,1,-999,34.43,18529.18,17.0,688.84,0,1,0,3,0,1
55,1,1,1,2015-01-23,1,2,0,0,15,-1033.019025,38806.28,13.0,720.63,1,0,0,3,0,0
43,0,0,4,2015-05-28,0,0,1,0,20,208.67,31157.67,16.0,1324.288213,0,1,1,0,0,0
17,0,2,2,2017-07-27,0,0,0,2,21,58.42,32725.86,20.0,705.12,0,1,0,3,0,1
19,0,0,1,2015-05-18,0,0,0,2,11,331.8,47618.49,28.0,697.62,1,1,0,3,-1,0
31,1,2,1,2017-03-09,0,0,0,0,2,157.99,28289.51,29.0,736.41,1,0,1,0,0,0
42,0,0,2,2017-12-28,1,0,0,2,13,33.16,4985.84,11.0,550.12,0,1,0,3,0,1
32,0,1,2,2016-12-10,0,2,0,2,13,-1034.317488,4704.96,-1.020500027,653.37,1,0,0,3,-1,1
60,0,0,1,2015-08-09,0,0,1,2,8,30.72,20346.19,21.0,726.99,0,1,0,3,0,0
24,1,1,1,2017-10-25,0,2,1,2,13,249.01,43328.52,21.0,777.96,1,1,0,3,0,0
27,0,2,2,2016-07-05,1,2,1,0,14,169.85,33391.4,13.0,21.46962256,1,0,1,1,-1,1
15,1,2,1,2015-10-16,0,2,1,2,13,374.05,83661.67,12.0,743.97,1,0,1,4,1,0
39,1,0,3,2015-10-13,1,1,0,1,9,1043.712001,48009.55,25.0,726.85,0,1,0,3,0,0
64,0,0,5,2016-12-04,0,2,0,1,19,1158.772032,28188.07,25.0,777.55,0,1,0,3,0,0
52,0,0,1,2016-06-08,0,0,0,0,13,128.67,43653.66,9.0,717.43,0,1,1,4,0,0
17,1,0,2,2016-03-18,0,0,0,2,9,125.37,14404.88,17.0,402.1225661,0,1,0,3,0,1
39,1,2,0,2016-12-10,1,0,0,2,18,148.09,28881.24,27.0,295.9992934,0,1,1,2,-1,1
42,0,0,4,2015-10-02,1,1,0,0,16,1427.643434,48511.87,26.0,700.92,1,1,1,0,0,0
61,1,0,0,2017-12-17,0,1,0,1,25,55.45,39037.2,14.0,569.98,0,1,0,3,0,1
27,0,0,0,2016-10-17,0,0,1,1,8,34.48,23963.62,5.0,323.627665,0,1,0,3,0,1
59,1,1,4,2017-01-21,0,2,0,2,10,110.02,16585.68,15.0,779.96,1,0,0,3,0,0
60,1,1,3,2016-02-17,1,1,1,0,13,108.54,41087.4,16.0,392.6355834,1,0,1,4,0,1
29,0,0,0,2016-12-09,0,2,0,2,10,1373.37582,5325.37,16.0,674.15,1,0,0,3,0,1
64,0,0,0,2015-08-27,1,2,0,2,10,34.17,2717.09,16.0,139.7724416,0,1,1,1,0,1
17,0,0,5,2017-07-01,0,1,0,1,19,469.73,79836.71,4.0,735.1,0,1,0,3,-1,0
53,0,0,1,2016-12-19,1,1,1,0,8,427.64,44182.03,28.0,505.5392551,0,1,0,3,0,0
61,0,0,1,2017-08-09,1,1,1,0,20,63.92,37578.55,20.0,697.62,0,1,1,4,0,0
10,1,0,4,2016-03-06,0,1,1,2,10,430.19,24324.38,26.0,972.2479225,1,0,0,3,0,0
21,1,0,2,2017-10-06,0,2,0,2,17,55.41,39087.01,40.44123057,632.65,1,0,1,0,0,1
12,0,1,0,2015-08-13,1,0,0,2,17,118.13,16612.0,16.0,642.13,0,1,0,3,-1,1
25,0,1,0,2017-06-04,0,2,1,0,16,440.92,4192.93,13.0,595.04,1,0,1,0,0,1
22,1,2,2,2015-05-08,0,0,2,0,14,235.06,23303.88,19.0,643.87,1,0,0,3,0,1
30,1,1,1,2016-07-09,1,2,1,0,-999,135.6,6822.57,11.0,601.84,0,1,0,3,0,1
41,0,2,4,2017-12-24,0,2,0,2,10,65.46,46756.57,29.0,1268.844138,0,1,0,3,0,0
40,1,2,2,2017-04-05,0,0,1,2,19,38.57,15108.42,18.0,640.66,1,0,1,4,0,1
28,0,0,5,2016-12-20,0,1,1,2,10,269.32,3593.84,16.0,712.13,1,0,0,3,0,0
29,0,2,3,2015-07-06,0,2,0,2,4,485.55,30924.34,13.0,707.8,1,1,0,3,0,1
19,0,0,3,2015-09-03,0,2,0,1,24,36.5,20082.76,11.0,798.86,0,1,0,3,0,0
50,0,1,4,2016-07-02,0,1,0,2,10,43.35,7050.26,2.0,697.62,1,0,1,2,1,0
41,1,0,5,2015-12-28,1,1,2,0,13,679.76,6467.74,17.0,703.22,1,1,1,4,-1,0
20,0,1,0,2015-03-17,0,1,0,2,12,32.26,21605.73,15.0,584.01,0,1,1,2,0,1
23,0,1,2,2015-02-14,1,1,1,0,12,351.85,25471.98,20.0,88.38807005,0,1,1,1,0,1
56,1,2,4,2016-06-10,0,2,1,2,10,35.8,70902.38,15.0,697.62,0,1,0,3,1,0
25,0,0,5,2017-07-31,0,0,0,1,16,187.46,11310.17,12.0,797.28,0,1,0,3,0,0
41,1,1,2,2015-09-20,0,1,1,0,-999,32.57,43169.58,20.0,555.94,1,0,1,4,0,1
53,1,0,3,2015-12-03,0,0,1,1,10,169.18,25701.68,11.0,621.97,0,1,1,2,0,1
30,1,0,2,2017-12-18,1,2,1,0,21,54.32,14713.89,16.0,526.16,1,0,0,3,-1,1
50,1,2,0,2016-08-25,0,2,1,2,20,1154.597788,45931.47,15.0,588.66,0,1,1,1,0,1
38,0,0,1,2017-10-08,0,0,0,1,12,324.6,28875.91,12.0,1073.299206,0,1,0,3,-1,1
36,0,0,1,2015-03-06,1,2,0,0,-999,206.8,8661.33,26.0,654.35,1,1,0,3,0,1
49,0,1,2,2016-09-15,0,2,1,1,18,414.0,4708.99,24.0,680.36,1,0,1,0,0,0
29,0,0,5,2016-10-16,1,2,0,2,13,242.07,30462.49,16.0,722.48,1,1,0,3,-1,0
34,1,0,2,2017-07-15,1,0,0,1,18,184.21,38273.74,9.0,1108.439318,1,0,0,3,0,1
58,0,2,4,2015-05-08,1,2,1,1,3,56.78,37206.18,16.0,746.06,0,1,0,3,1,0
51,1,0,4,2017-05-01,1,1,1,0,18,135.89,3602.64,20.0,697.62,0,1,1,1,0,0
24,1,0,1,2016-07-28,1,2,0,0,13,554.93,32486.75,21.0,973.8823771,1,0,0,3,0,1
22,1,1,3,2017-09-25,1,1,0,0,3,-268.3783164,6237.28,14.0,622.16,1,0,0,3,0,1
40,0,0,0,2016-02-14,1,0,1,1,17,59.01,9267.18,14.0,658.92,1,0,0,3,0,1
57,0,0,5,2017-02-02,1,2,2,0,6,601.33,34153.51,10.0,732.07,0,1,1,0,0,0
62,0,2,0,2016-11-06,1,1,1,1,6,1127.785018,32928.72,22.0,651.26,0,1,0,3,0,1
41,0,2,4,2016-08-04,0,2,0,2,19,36.41,23557.7,28.0,727.8,0,1,0,3,-1,0
60,1,0,2,2016-09-16,1,0,0,0,5,59.3,43072.32,17.0,575.65,0,1,0,3,-1,1
63,0,0,3,2016-09-18,0,1,1,0,17,94.15,20249.24,20.0,1046.715553,1,0,1,0,0,1
21,0,2,3,2016-07-28,1,1,1,0,20,293.18,45900.85,18.0,709.7,1,0,1,4,0,0
44,1,0,2,2017-05-07,0,1,0,0,13,302.38,45804.25,28.0,904.9592727,1,0,1,4,0,1
13,1,1,4,2017-01-09,0,1,0,0,-999,48.83,85882.73,5.0,1099.287624,0,1,0,3,-1,0
12,0,1,2,2017-12-11,0,0,1,0,6,497.62,9221.58,22.0,664.11,1,0,1,4,0,1
